prefix,input_text,target_text
swv,"buffer overflows in pileup before 1.2 allows local users to gain root privileges via ( 1 ) long command line arguments , or ( 2 ) a long callsign . ",pileup before 1.2
swv,"an issue was discovered in certain apple products . ios before 11.1 is affected . macos before 10.13.1 is affected . tvos before 11.1 is affected . watchos before 4.1 is affected . the issue involves the "" kernel "" component . it allows attackers to execute arbitrary code in a privileged context or cause a denial of service ( memory corruption ) via a crafted app .",ios before 11.1 macos before 10.13.1 tvos before 11.1 watchos before 4.1
bug,"doctrine annotations before 1.2.7 , cache before 1.3.2 and 1.4.x before 1.4.2 , common before 2.4.3 and 2.5.x before 2.5.1 , orm before 2.4.8 or 2.5.x before 2.5.1 , mongodb odm before 1.0.2 , and mongodb odm bundle before 3.0.1 use world-writable permissions for cache directories , which allows local users to execute arbitrary php code with additional privileges by leveraging an application with the umask set to 0 and that executes cache entries as code . ",executing arbitrary commands is possible via leveraging an application with the umask set to 0 and that executes cache entries as code . 
swv,"webkit , as used in apple safari before 6.1.4 and 7.x before 7.0.4 , allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site , a different vulnerability than other webkit cves listed in apple-sa-2014-05-21-1 . ",webkit
swv,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",ios before 11.1 safari before 11.0.1 icloud before 7.1 for windows itunes before 12.7.1 for windows tvos before 11.1
bug,multiple crlf injection vulnerabilities in oracle portal 9.0.2 and possibly other versions allow remote attackers to inject arbitrary http headers and conduct http response splitting attacks via crlf sequences in the enc parameter to ( 1 ) calendardialog.jsp or ( 2 ) fred.jsp . note : the calendar.jsp vector is covered by cve-2006-6697 . ,httprs and crlf injection are possible via crlf sequences in the enc parameter to calendardialog.jsp or fred.jsp . 
bug,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",memory corruption is possible in the webkit component via a crafted web site . 
sum,"the ip-https server in windows server 2008 r2 and r2 sp1 and server 2012 does not properly validate certificates , which allows remote attackers to bypass intended access restrictions via a revoked certificate , aka revoked certificate bypass vulnerability . ",in ip-https server in windows server 2008 r2 and r2 sp1 and server 2012 a remote bypass vulnerability exists via a revoked certificate as certificates are not properly validated
sum,"this vulnerability allows remote attackers to create a denial - of - service condition on vulnerable installations of quest netvault backup 11.2.0.13 . although authentication is required to exploit this vulnerability , the existing authentication mechanism can be easily bypassed . the specific flaw exists within the handling of export requests . the issue results from the lack of proper validation of a user - supplied path prior to using it in file operations . an attacker can leverage this vulnerability to arbitrarily overwrite files resulting in a denial - of - service condition . was zdi-can-4222 .",in quest netvault backup version 11.2.0.13 authenticated remote attackers can create a denial - of - service condition because of lack of proper validation of user - supplied path prior to using it in file operations and then the attacker can leverage this to overwrite arbitrary files . was zdi-can-4222 .
bug,crlf injection vulnerability in aprelium abyss web server 1.1.2 and earlier allows remote attackers to inject arbitrary http headers and possibly conduct http response splitting attacks via crlf sequences in the location header . ,httprs and crlf injection are possible via crlf sequences in the location header . 
bug,http response splitting vulnerability in frameset.htm in sap web application server ( was ) 6.10 through 7.00 allows remote attackers to inject arbitrary html headers via the sap-exiturl parameter . ,httprs is possible via the sap-exiturl parameter for the frameset.htm . 
swv,freelance website script 2.0.6 has sql injection via the jobdetails.php pr_id parameter or the searchbycat_list.php catid parameter . ,freelance website script 2.0.6
swv,"multiple buffer overflows in the msgfunctiondemarshall function in winscard_svc.c in the pc/sc smart card daemon ( aka pcscd ) in muscle pcsc-lite before 1.5.4 allow local users to gain privileges via crafted message data , which is improperly demarshalled . ",muscle pcsc-lite before 1.5.4
swv,"an issue was discovered in certain apple products . ios before 11.2 is affected . macos before 10.13.2 is affected . tvos before 11.2 is affected . watchos before 4.2 is affected . the issue involves the "" kernel "" component . it allows attackers to execute arbitrary code in a privileged context or cause a denial of service ( memory corruption ) via a crafted app .",ios before 11.2 macos before 10.13.2 tvos before 11.2 watchos before 4.2
swv,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",ios before 11.1 safari before 11.0.1 icloud before 7.1 for windows itunes before 12.7.1 for windows tvos before 11.1
swv,the hidden-service feature in tor before 0.3.0.8 allows a denial of service ( assertion failure and daemon exit ) in the connection_edge_process_relay_cell function via a begin_dir cell on a rendezvous circuit . ,tor before 0.3.0.8
swv,"cross-site request forgery ( csrf ) vulnerability in the integrated web server on siemens simatic cp 343-1 advanced prior to version 3.0.53 , simatic cp 443-1 advanced prior to version 3.2.17 , simatic s7-300 cpu , and simatic s7-400 cpu devices allows remote attackers to hijack the authentication of arbitrary users . ",integrated web server siemens simatic cp 343-1 advanced prior to version 3.0.53 simatic cp 443-1 advanced prior to version 3.2.17 simatic s7-300 cpu  simatic s7-400 cpu devices
swv,"webkit , as used in apple ios before 8.4.1 and safari before 6.2.8 , 7.x before 7.1.8 , and 8.x before 8.0.8 , allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site , a different vulnerability than other webkit cves listed in apple-sa-2015-08-13-1 and apple-sa-2015-08-13-3 . ",apple ios before 8.4.1 and safari before 6.2.8 7.x before 7.1.8 8.x before 8.0.8
bug,"multiple php remote file inclusion vulnerabilities in powergap allow remote attackers to execute arbitrary php code via a url in the ( 1 ) shopid parameter to ( a ) s01.php , ( b ) s02.php , ( c ) s03.php , and ( d ) s04.php ; and possibly a url located after shopid= or sid= in the path_info . ","code execution is possible from a file inclusion vulnerability via a url in the ( 1 ) shopid parameter to ( a ) s01.php , ( b ) s02.php , ( c ) s03.php , and ( d ) s04.php ; and possibly a url located after shopid= or sid= in the path_info . "
bug,crlf injection vulnerability in the tornado.web.requesthandler.set_header function in tornado before 2.2.1 allows remote attackers to inject arbitrary http headers and conduct http response splitting attacks via crafted input . ,httprs and crlf injection are possible via crafted input for the tornado.web.requesthandler.set_header function . 
swv,cybozu garoon 3.0.0 to 4.2.2 allows remote attackers to bypass access restrictions to delete other users ' to-dos via unspecified vectors .,cybozu garoon from 3.0.0 to 4.2.2
bug,"adobe flash player before 13.0.0.250 and 14.x and 15.x before 15.0.0.189 on windows and os x and before 11.2.202.411 on linux , adobe air before 15.0.0.293 , adobe air sdk before 15.0.0.302 , and adobe air sdk & compiler before 15.0.0.302 allow attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via unspecified vectors , a different vulnerability than cve-2014-0558 . ",denial of service is possible via unspecified vectors . 
sum,"the graphics in microsoft windows vista sp2 , windows server 2008 sp2 and r2 sp1 , windows 7 sp1 , windows 8.1 , windows server 2012 gold and r2 , windows rt 8.1 , windows 10 gold , 1511 , and 1607 , and windows server 2016 allows remote attackers to execute arbitrary code via a crafted web site , aka windows graphics remote code execution vulnerability . ","in microsoft windows vista sp2 , windows server 2008 sp2 and r2 sp1 , windows 7 sp1 , windows 8.1 , windows server 2012 gold and r2 , windows rt 8.1 , windows 10 gold , 1511 , 1607 , and windows server 2016  , executing arbitrary commands is possible via a crafted web site for the graphics . "
bug,"php remote file inclusion vulnerability in tar.php in mambo 4.5.2 allows remote attackers to execute arbitrary php code by modifying the mosconfig_absolute_path parameter to reference a url on a remote web server that contains the code , a different vulnerability than cve-2004-1693 . ",code execution is possible from a file inclusion vulnerability in tar.php via modifying the mosconfig_absolute_path parameter
sum,"an issue was discovered in certain apple products . ios before 11.2 is affected . safari before 11.0.2 is affected . icloud before 7.2 on windows is affected . itunes before 12.7.2 on windows is affected . tvos before 11.2 is affected . the issue involves the ""webkit"" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .","in ios before 11.2 , safari before 11.0.2 , icloud before 7.2 , itunes before 12.7.2 for windows , tvos before 11.2 , memory corruption and code execution are possible in the webkit component via a crafted web site . "
bug,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",memory corruption is possible in the webkit component via a crafted web site . 
swv,"certain usb drivers in the linux 2.4 kernel use the copy_to_user function on uninitialized structures , which could allow local users to obtain sensitive information by reading memory that was not cleared from previous usage . ",linux 2.4 kernel
bug,multiple cross-site request forgery ( csrf ) vulnerabilities in ispconfig before 3.0.5.4p7 allow remote attackers to hijack the authentication of ( 1 ) administrators for requests that create an administrator account via a request to admin/users_edit.php or ( 2 ) arbitrary users for requests that conduct sql injection attacks via the server parameter to monitor/show_sys_state.php . ,a csrf vulnerability exists allowing remote attackers to hijack the authentication of administrators for requests that create an administrator account via a request to admin/users_edit.php or arbitrary users for requests that conduct sql injection attacks via the server parameter to monitor/show_sys_state.php
swv,cloudera manager 5.5 and earlier allows remote attackers to enumerate user sessions via a request to /api/v11/users/sessions . ,cloudera manager 5.5 and earlier
swv,"the kernel in apple ios before 9 allows local users to gain privileges or cause a denial of service ( memory corruption ) via unspecified vectors , a different vulnerability than cve-2015-5868 and cve-2015-5903 . ",apple ios before 9
bug,mod/wiki/pagelib.php in moodle 2.0.x before 2.0.6 and 2.1.x before 2.1.3 allows remote authenticated users to discover the username of a wiki creator by visiting the history and deletion user interface . ,gaining information is possible via visiting the history and deletion user interface for the mod/wiki/page.lib.php . 
swv,"microsoft word 2007 sp3 , office 2010 sp2 , word 2010 sp2 , word 2013 sp1 , word 2013 rt sp1 , word 2016 , and office compatibility pack sp3 allow remote attackers to execute arbitrary code via a crafted office document , aka microsoft office memory corruption vulnerability . ",microsoft word 2007 sp3 office 2010 sp2 word 2010 sp2 word 2013 sp1 word 2013 rt sp1 word 2016 office compatibility pack sp3
swv,"multiple directory traversal vulnerabilities in dokeos 1.8.5 , and possibly earlier , allow remote attackers to ( 1 ) read portions of arbitrary files via a .. ( dot dot ) and a .. ( dot dot backslash ) in the lang parameter to main/exercice/hotspot_lang_conversion.php and ( 2 ) read arbitrary files via a .. ( dot dot ) in the doc_url parameter to main/exercice/hpdownload.php . ",dokeos 1.8.5 and possibly earlier
bug,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",memory corruption is possible in the webkit component via a crafted web site . 
bug,"iofirewirefamily in apple os x before 10.10.5 allows local users to gain privileges or cause a denial of service ( memory corruption ) via unspecified vectors , a different vulnerability than cve-2015-3769 and cve-2015-3771 . ",gaining privileges is possible via unspecified vectors for the iofirewirefamily . 
bug,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",memory corruption is possible in the webkit component via a crafted web site . 
bug,sql injection vulnerability in book/detail.php in virtue netz virtue book store allows remote attackers to execute arbitrary sql commands via the bid parameter . ,sql injection is possible in book/detail.php via the bid parameter .
swv,macos before 10.12.5 is affected . the issue involves the sqlite component . tvos before 10.2.1 is affected . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted sql statement . an issue was discovered in certain apple products . watchos before 3.2.2 is affected . ios before 10.3.2 is affected . ,macos before 10.12.5
bug,the usb service in vmware workstation 7.0 before 7.0.1 build 227600 and vmware player 3.0 before 3.0.1 build 227600 on windows might allow host os users to gain privileges by placing a trojan horse program at an unspecified location on the host os disk . ,gaining privileges is possible via unknown vectors for the usb service . 
bug,"open ticket request system ( otrs ) 4.0.x before 4.0.28 , 5.0.x before 5.0.26 , and 6.0.x before 6.0.3 , when cookie support is disabled , might allow remote attackers to hijack web sessions and consequently gain privileges via a crafted email . ",gaining privileges is possible via a crafted email when cookie support is disabled . 
sum,crlf injection vulnerability in login.php in webcalendar allows remote attackers to inject crlf sequences via the return_path parameter and perform http response splitting attacks to modify expected html content from the server . ,"in webcalendar , httprs and crlf injection are possible via the return_path parameter and perform http response splitting attacks to modify expected html content from the server for the login.php . "
sum,"buffer overflow in the pcnet_receive function in hw/net/pcnet.c in qemu , when a guest nic has a larger mtu , allows remote attackers to cause a denial of service ( guest os crash ) or execute arbitrary code via a large packet . ","in qemu when a guest nic has a larger mtu , denial of service from buffer overflow is possible in the pcnet_receive function of hw/net/pcnet.c via a large packet . "
bug,the oneline32 function in io-ico.c in gdk-pixbuf before 2.35.3 allows remote attackers to cause a denial of service ( out-of-bounds write and crash ) via crafted dimensions in an ico file . ,remote denial of service attack is possible via crafted dimensions in an ico file into the oneline32 function in io-ico.c
swv,"vendor homepage : software link : demo : version : 3.0 category : webapps exploit title : article directory script 3.0 - sql injection dork : n/a date : 30.10.2017 tested on : win7_x64/kalilinux_x64 cve : cve-2017-15960 exploit author : ihsan sencan author web : author social : @ ihsansencan description : the vulnerability allows an attacker to inject sql commands proof of concept 18++ ! 02222union /+ ( ! 02222select /+0x283129 , ! 02222concat_ws / ( 0x203a20 , user ( ) , database ( ) , version ( ) ) ,0x283329,0x283429,0x3078323833353239 parameter : id ( get ) type : boolean-based blind title : and boolean-based blind - where or having clause payload : id=18 and 8646=8646 type : and/or time-based blind title : mysql > = 5.0.12 and time-based blind payload : id=18 and sleep ( 5 ) parameter : id ( get ) type : and/or time-based blind title : mysql > = 5.0.12 and time-based blind payload : id=27 and sleep ( 5 ) etc article directory script 3.0 - id sql injection ",article directory script 3.0
swv,"cross-site scripting ( xss ) vulnerability in cdef.php in cacti 0.8.7g , 0.8.8b , and earlier allows remote attackers to inject arbitrary web script or html via unspecified vectors . ",cacti 0.8.7g 0.8.8b and earlier
bug,sql injection vulnerability in imoveis.php in descargarvista acc imoveis 1.1 allows remote attackers to execute arbitrary sql commands via the id parameter . ,sql injection is possible in imoveis.php via the id parameter . 
sum,"the vid_dec_set_h264_mv_buffers function in drivers/video/msm/vidc/common/dec/vdec.c in the qualcomm components in android before 2016-07-05 on nexus 5 and 7 ( 2013 ) devices does not validate the number of buffers , which allows attackers to gain privileges via a crafted application , aka android internal bug 28598515 and qualcomm internal bug cr563694 . ","in android before 2016-07-05 on nexus 5 and 7 ( 2013 ) devices , gaining privileges is possible via a crafted application for qualcomm components in drivers/video/msm/vidc/common/dec/vdec.c for vid_dec_set_h264_mv_buffers function . "
swv,"the public key pinning ( pkp ) implementation in mozilla firefox before 33.0 does not properly consider the connection-coalescing behavior of spdy and http/2 in the case of a shared ip address , which allows man-in-the-middle attackers to bypass an intended pinning configuration and spoof a web site by providing a valid certificate from an arbitrary recognized certification authority . ",mozilla firefox before 33.0
sum,"multiple http response splitting vulnerabilities in hitachi business logic - container ( blc ) p-2443-9114 01-00 through 02-06 on windows , and p-1m43-9111 01-01 through 02-00 on aix , allow remote attackers to inject arbitrary http headers via unknown attack vectors in an unspecified input form . ","in hitachi business logic - container ( blc ) p-2443-9114 01-00 through 02-06 on windows , and p-1m43-9111 01-01 through 02-00 on aix , httprs is possible via unknown attack vectors in an unspecified input form . "
bug,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",memory corruption is possible in the webkit component via a crafted web site . 
bug,buffer overflow in wg-c10 v3.0.79 and earlier allows an attacker to execute arbitrary commands via unspecified vectors . ,code execution is possible because of buffer overflow via unspecified vectors
bug,cross-site request forgery ( csrf ) vulnerability in x2engine x2crm before 5.2 allows remote attackers to hijack the authentication of administrators for requests that create an administrative account via a crafted request to index.php/users/create . ,csrf vulnerability exists allowing remote attackers to hijack the authentication of administrators for requests that create an administrative account via a crafted request to index.php/users/create
swv,"an issue was discovered in certain apple products . ios before 10.3.2 is affected . macos before 10.12.5 is affected . tvos before 10.2.1 is affected . watchos before 3.2.2 is affected . the issue involves the "" kernel "" component . it allows attackers to bypass intended memory-read restrictions via a crafted app .",apple ios before 10.3.2 macos before 10.12.5 tvos before 10.2.1 watchos before 3.2.2
sum,"epan/dissectors/packet-ldss.c in the ldss dissector in wireshark 1.12.x before 1.12.13 and 2.x before 2.0.5 mishandles conversations , which allows remote attackers to cause a denial of service ( application crash ) via a crafted packet . ",in wireshark 1.12.x before 1.12.13 and 2.x before 2.0.5 a remote denial of service attack is possible via mishandled conversations in epan/dissectors/packet-ldss.c in the ldss dissector
bug,"an issue was discovered in certain apple products . ios before 11 is affected . macos before 10.13 is affected . tvos before 11 is affected . watchos before 4 is affected . the issue involves the third-party "" sqlite "" product . versions before 3.19.3 allow remote attackers to cause a denial of service ( application crash ) or possibly have unspecified other impact .",denial of service is possible
swv,webkit in apple ios before 9.3.5 allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via a crafted web site . ,webkit for apple ios before 9.3.5
swv,an issue was discovered in certain apple products . macos before 10.13.1 is affected . the issue involves the cfnetwork component . it allows attackers to execute arbitrary code in a privileged context or cause a denial of service ( memory corruption ) via a crafted app . ,macos before 10.13.1
bug,"an issue was discovered in certain apple products . ios before 11.1 is affected . macos before 10.13.1 is affected . tvos before 11.1 is affected . watchos before 4.1 is affected . the issue involves the "" kernel "" component . it allows attackers to execute arbitrary code in a privileged context or cause a denial of service ( memory corruption ) via a crafted app .",memory corruption is possible in the webkit component via a crafted web site . 
sum,buffer overflow in the server in ibm tivoli storage manager fastback 6.1 before 6.1.12 allows remote attackers to cause a denial of service ( daemon crash ) via unspecified vectors . ,"in ibm tivoli storage manager fastback 6.1 before 6.1.12 , denial of service is possible via unspecified vectors for the server . "
bug,"epan/dissectors/packet-ldss.c in the ldss dissector in wireshark 1.12.x before 1.12.13 and 2.x before 2.0.5 mishandles conversations , which allows remote attackers to cause a denial of service ( application crash ) via a crafted packet . ",remote denial of service attack is possible via mishandled conversations in epan/dissectors/packet-ldss.c in the ldss dissector
bug,"an issue was discovered in certain apple products . ios before 11.2 is affected . macos before 10.13.2 is affected . tvos before 11.2 is affected . watchos before 4.2 is affected . the issue involves the "" kernel "" component . it allows attackers to execute arbitrary code in a privileged context or cause a denial of service ( memory corruption ) via a crafted app .",memory corruption is possible in the kernel component via a crafted app .
sum,"barracuda web filter before 8.1.0.005 , when ssl inspection is enabled , does not verify x.509 certificates from upstream ssl servers , which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate . ","in barracuda web filter before 8.1.0.005 , when ssl inspection is enabled , gaining information is possible via a crafted certificate . "
bug,cross-site request forgery ( csrf ) vulnerability in the admin ui in papercut mf and ng before 14.1 ( build 26983 ) allows remote attackers to hijack the authentication of administrators via unspecified vectors . ,remote csrf vulnerability exists in the admin ui for authentication of administrators via unspecified vectors
swv,"multiple race conditions in drivers/char/adsprpc.c and drivers/char/adsprpc_compat.c in the adsprpc driver for the linux kernel 3.x , as used in qualcomm innovation center ( quic ) android contributions for msm devices and other products , allow attackers to cause a denial of service ( zero-value write ) or possibly have unspecified other impact via a compat_fastrpc_ioctl_invoke_fd ioctl call . ",linux kernel 3.x
bug,the fill_buffer_resample function in libmp3lame/util.c in lame 3.99.5 allows remote attackers to cause a denial of service ( invalid memory read and application crash ) via a crafted wav file . ,denial of service attack via a crafted wav file in the fill_buffer_resample function in libmp3lame/util.c
sum,"crypto-nak packets in ntpd in ntp 4.2.x before 4.2.8p4 , and 4.3.x before 4.3.77 allows remote attackers to bypass authentication . ","in crypto-nak packets in ntpd in ntp 4.2.x before 4.2.8p4 , and 4.3.x before 4.3.77 remote attackers can bypass authentication"
swv,"cross-site request forgery ( csrf ) vulnerability in cisco emergency responder 10.5 ( 1 ) and 10.5 ( 1a ) allows remote attackers to hijack the authentication of arbitrary users , aka bug id cscuv26501 . ",cisco emergency responder 10.5 ( 1 ) and 10.5 ( 1a ) csrf
bug,directory traversal vulnerability in the getcontent function in codes/wcms.php in w-cms 2.01 allows remote attackers to read arbitrary files via a .. ( dot dot ) in the p parameter . note : some of these details are obtained from third party information . ,directory traversal is possible allowing remote attackers to read arbitrary files via a .. ( dot dot ) in the p parameter in the getcontent function in codes/wcms.php
sum,admin.php in smartsitecms 1.0 allows remote attackers to bypass authentication and gain administrator privileges by setting the username cookie . ,"in smartsitecms 1.0 , gaining privileges is possible via setting the username cookie in admin.php . "
sum,"webkit , as used in apple ios before 9 and itunes before 12.3 , allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site , a different vulnerability than other webkit cves listed in apple-sa-2015-09-16-1 and apple-sa-2015-09-16-3 . ","in apple ios before 9 , denial of service is possible via a crafted web site for the webkit . "
swv,cross-site scripting ( xss ) vulnerability in group/members.php in mahara 1.5.x before 1.5.7 and 1.6.x before 1.6.2 allows remote attackers to inject arbitrary web script or html via the query parameter . ,mahara 1.5.x before 1.5.7 and 1.6.x before 1.6.2
bug,"the cisco waas could drop ica traffic while the process is restarting . an attacker could exploit this vulnerability by sending a crafted ica traffic through the targeted device . cisco bug ids : cscve74457 . a vulnerability in the independent computing architecture ( ica ) accelerator feature for the cisco wide area application services ( waas ) could allow an unauthenticated , remote attacker to cause an ica application optimization-related process to restart , resulting in a partial denial of service ( dos ) condition . a successful exploit could allow the attacker to cause a dos condition that is due to a process unexpectedly restarting . this vulnerability affects cisco wide area application services ( waas ) and cisco virtual wide area application services ( vwaas ) . the vulnerability is due to improperly aborting a connection when an unexpected protocol packet is received . ","partial denial of service is possible as cisco waas could rdop ica traffic while the process is restarting, an attacker could exploit this vulnerability by sending a crafted ica traffic through the targeted device"
sum,"cross-site scripting ( xss ) vulnerability in the administrator report page on cisco web security appliance ( wsa ) devices allows remote attackers to inject arbitrary web script or html via unspecified vectors , aka bug id cscus40627 . ","in cisco web security appliance ( wsa ) devices ,  xss is possible via the unspecified vectors in the administrator report page . "
sum,apple quicktime allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via a malformed version number and flags in an mvhd atom . ,"in apple quicktime , executing arbitrary commands and denial of service is possible via a malformed version number and flags in an mvhd atom . "
sum,"an issue was discovered in certain apple products . ios before 10.2 is affected . macos before 10.12.2 is affected . watchos before 3.1.3 is affected . the issue involves the "" kernel "" component . it allows attackers to execute arbitrary code in a privileged context or cause a denial of service ( memory corruption ) via a crafted app .","in ios before 10.2 , macos before 10.12.2 , watchos before 3.1.3 , code execution is possible via the kernel component with a crafted app . "
swv,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",ios before 11.1 safari before 11.0.1 icloud before 7.1 for windows itunes before 12.7.1 for windows tvos before 11.1
bug,"the ipc channel in cisco anyconnect secure mobility client 4.0 ( .00051 ) and earlier allows local users to write to arbitrary userspace memory locations , and consequently gain privileges , via crafted messages , aka bug id cscus79195 . ",gaining privileges is possible via crafted messages for the ipc channel . 
bug,coregraphics in apple ios before 8 and apple tv before 7 allows remote attackers to obtain sensitive information or cause a denial of service ( out-of-bounds read and application crash ) via a crafted pdf document . ,obtaining sensitive information and denial of service from an out-of-bounds read is possible via a crafted pdf document . 
bug,sql injection vulnerability in the webkit pdfs ( webkitpdf ) extension before 1.1.4 for typo3 allows remote attackers to execute arbitrary sql commands via unspecified vectors . ,sql injection is possible via unspecified vectors . 
sum,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .","in ios before 11.1 , safari before 11.0.1 , icloud before 7.1 for windows , itunes before 12.7.1 for windows , tvos before 11.1 , memory corruption is possible in the webkit component via a crafted web site . "
bug,crlf injection vulnerability in the web interface in openvpn access server 2.1.4 allows remote attackers to inject arbitrary http headers and consequently conduct session fixation attacks and possibly http response splitting attacks via % 0a characters in the path_info to session_start / . ,httprs and crlf injection are possible via % 0a characters in the path_info to session_start / . 
swv,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",ios before 11.1 safari before 11.0.1 icloud before 7.1 for windows itunes before 12.7.1 for windows tvos before 11.1
sum,"internet explorer in microsoft windows 7 sp1 , windows server 2008 and r2 sp1 , windows 8.1 and windows rt 8.1 , windows server 2012 and r2 , windows 10 gold , 1511 , 1607 , 1703 , 1709 , and windows server 2016 allows an attacker to gain the same user rights as the current user , due to how internet explorer handles objects in memory , aka scripting engine memory corruption vulnerability . this cve id is unique from cve-2017-11886 , cve-2017-11889 , cve-2017-11890 , cve-2017-11893 , cve-2017-11894 , cve-2017-11895 , cve-2017-11901 , cve-2017-11905 , cve-2017-11907 , cve-2017-11908 , cve-2017-11909 , cve-2017-11910 , cve-2017-11911 , cve-2017-11912 , cve-2017-11913 , cve-2017-11914 , cve-2017-11916 , cve-2017-11918 , and cve-2017-11930 .","in internet explorer in microsoft windows 7 sp1 , windows server 2008 and r2 sp1 , windows 8.1 , windows rt 8.1 , windows server 2012 and r2 , windows 10 gold , 1511 , 1607 , 1703 , 1709 , and windows server 2016 , gaining privileges is possible due to the object handling of internet explorer ."
bug,"adobe flash player before 18.0.0.375 and 19.x through 23.x before 23.0.0.162 on windows and os x and before 11.2.202.635 on linux allows attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via unspecified vectors , a different vulnerability than cve-2016-4274 , cve-2016-4275 , cve-2016-4280 , cve-2016-4281 , cve-2016-4282 , cve-2016-4283 , cve-2016-4284 , cve-2016-4285 , cve-2016-6922 , and cve-2016-6924 . ",code execution and memory corruption are possible via unspecified vectors 
bug,"multiple cross-site scripting ( xss ) vulnerabilities in the web framework in cisco prime security manager ( aka prsm ) 9.2.1-2 and earlier allow remote attackers to inject arbitrary web script or html via a ( 1 ) access policies or ( 2 ) device summary dashboard parameter , aka bug id cscuq80661 . ",xss is possible via access policies and the device summary dashboard parameter . 
bug,"microsoft word 2003 sp3 and word viewer allow remote attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via a crafted office document , aka word memory corruption vulnerability . ",executing arbitrary commands and denial of service is possible via a crafted office document . 
sum,sql injection vulnerability in imoveis.php in descargarvista acc imoveis 1.1 allows remote attackers to execute arbitrary sql commands via the id parameter . ,"in descargarvista acc imoveis 1.1 , sql injection is possible in imoveis.php via the id parameter . "
